"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"Towanoquon: Eternal Quon","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/314/large/6314.jpg?1408458048","Towa no Quon","","1","48","None","[{'name': 'Supernatural'}]","3.79830108772057","","","Movie","2011-11-26","Finished Airing","The story follows a boy named Quon and others who suddenly wake up with supernatural powers.","Towa no Quon 6: Towa no Quon","anime","https://hummingbird.me/anime/towa-no-quon-6-towa-no-quon","",""
"Toward the Terra","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/325/large/2325.jpg?1408446416","Toward the Terra","","1","111","None","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}]","3.38723322866688","","","Movie","1980-04-26","Finished Airing","In the future, mankind's seemingly utopian society is strictly controlled by the government, and anything that threatens to disrupt the status quo is ruthlessly suppressed. When 14-year-old Jomy begins to question the way the society is run, he suddenly becomes a target for both the government and the Mu, an outcast race with extra-sensory abilities who have been fighting against the government for generations. Now, each is determined to hunt him down - one to kill him and the other to save him.
(Source: RightStuf)","Terra e... (Movie)","anime","https://hummingbird.me/anime/terra-e-movie","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/003/large/6sW2L3t.jpg?1432381605","Trigun","","26","24","1998-09-30","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Sci-Fi'}]","4.24393573804941","","","TV","1998-04-01","Finished Airing","Trigun takes place in the distant future on a deserted planet. Vash the Stampede is a gunfighter with a legend so ruthless that he has a $$60,000,000,000 bounty on his head. Entire towns are evacuated upon hearing rumors of his arrival. However, the real Vash the Stampede is not the same man that rumor portrays him to be. The enigmatic and conflicted lead character in Trigun is actually more heroic in nature, and at times a complete and utter idiot.","Trigun","anime","https://hummingbird.me/anime/trigun","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/154/large/154.jpg?1408440812","Tsubasa Chronicle","","26","25","2005-10-15","[{'name': 'Adventure'}, {'name': 'Magic'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","3.74513429939953","","","TV","2005-04-09","Finished Airing","During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona.","Tsubasa Chronicle","anime","https://hummingbird.me/anime/tsubasa-chronicle","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/836/large/mhdflg.jpg?1425337391","Tsuritama","","12","23","2012-06-29","[{'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Slice of Life'}]","3.91306322927836","","","TV","2012-04-13","Finished Airing","You can't catch fish if you don't go fishing, and you can't make friends if you don't at least try.

Which is how relationship-challenged student Yuki finds himself on a fishing trip to a tiny island with three other boys he barely knows. Well, two other boys and Haru, who claims that he's an alien. Not that constantly stewing Natsuki or mysterious Akira are any more likely as prospects for good companionship.

But there's something about fishing that makes it unlike any other pastime, and maybe that quiet sense of companionship and hopeful expectation is just what Yuki needs to start charting the unfamiliar waters of personal connections.  Or maybe it will turn out that Haru's right and they're going to have to save the entire planet.

There are lots of different kinds of fish stories, from the ""ones that got away"" to the ""best catches ever,"" but whichever way the currents of life take them, for four young men, this trip may turn out to be the biggest whopper ever!

(Source: Sentai Filmworks)","Tsuritama","anime","https://hummingbird.me/anime/tsuritama","",""
"The Eccentric Family","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/675/large/grPbn3L.jpg?1435005994","Uchouten Kazoku","","13","24","2013-09-29","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","4.00671197416886","","","TV","2013-07-07","Finished Airing","In Kyoto, there are three kinds of residents: humans, tanuki, and tengu. Shimogamo Yasaburou is the third son of the Shimogamo tanuki family. His father, Souichirou, had been the head of Kyoto tanuki community until he was eaten by the human members of ""Friday Club"". While taking care of an old tengu, fighting with other tanuki, and playing with a psychic human girl, Yasaburou approaches the truth of his father's death.","Uchouten Kazoku","anime","https://hummingbird.me/anime/uchouten-kazoku","",""
"Space Brothers","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/729/large/affiche_600x856.jpg?1416321528","Uchuu Kyoudai","","99","24","2014-03-22","[{'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Space'}, {'name': 'Slice of Life'}]","4.28298633369593","","","TV","2012-04-01","Finished Airing","Mutta's life has hit rock bottom. He's been fired, blackballed from his profession and now he's had to move back in with his parents. Meanwhile, his kid brother Hibito has been literally riding a rocket and training to be an astronaut. The same career Mutta once dreamed of. So, is it ever too late to go after your dreams? Through a little coercing and a bit of covert activity, Mutta's family and friends can get his resume on the right desk, but from that point on it will be up to Mutta himself. Does he have what it takes to turn his life around and put his footprint on the moon? The first step on the highway to the stars is always the hardest, and in a job where crash and burn isn't just a euphemism, it will be the biggest risk Mutta's ever taken. But with the best support team ever, maybe he'll find what he needs to rekindle the spark inside him and light the biggest candle of them all! 
(Source: Sentai Filmworks) ","Uchuu Kyoudai","anime","https://hummingbird.me/anime/uchuu-kyoudai","",""
"Space Battleship Yamato 2199","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/646/large/Yamato_2199.jpg?1417447109","Uchuu Sekan Yamato 2199","","26","25","2013-09-29","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Space'}, {'name': 'Military'}]","4.29932021398231","","","OVA","2012-04-07","Finished Airing","The basic story of Yamato 2199 is the same as the first Yamato anime set in 2199, but Yutaka Izubuchi, who worked on mechanical designs and science-fiction concepts on some of the earlier projects in the franchise, is serving as chief director.","Uchuu Senkan Yamato 2199","anime","https://hummingbird.me/anime/uchuu-senkan-yamato-2199","",""
"When the Seagulls Cry","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/839/large/Umineko_no_Naku_Koro_ni_cover.jpg?1431740610","Umineko No Naku Koro Ni","","26","23","2009-12-23","[{'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Horror'}, {'name': 'Psychological'}]","3.43987231747416","","","TV","2009-07-01","Finished Airing","On 4 October 1986, Kinzo Ushiromiya, the head of a wealthy family, who lives on and owns Rokkenjima, a secluded island, is near death, and eight of his family members arrive on the island to discuss how Kinzo's assets will be divided once he is dead. Also on the island are three family members who live there, five of Kinzo's servants, and his personal physician. After the eight family members arrive, a typhoon traps them on the island and shortly after people begin to be mysteriously murdered.
[Source: ANN]","Umineko no Naku Koro ni","anime","https://hummingbird.me/anime/umineko-no-naku-koro-ni","",""
"Usagi Drop","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/060/large/6060.jpg?1416273646","Usagi Drop","","11","22","2011-09-16","[{'name': 'Slice of Life'}]","4.35016614086374","","","TV","2011-07-08","Finished Airing","While attending his grandfather's funeral, thirty-year-old bachelor Daikichi is surprised to discover that his grandfather had an illegitimate child with an unknown mother! The rest of his family, fearing the obligation and embarrassment, want nothing to do with the silent little girl, Rin. Sensing her imminent abandonment and outraged by his complacent family members, Daikichi decides to adopt her himself! ...yet he may have underestimated the difficulty of balancing his work, family, and love life with his role as her guardian.","Bunny Drop","anime","https://hummingbird.me/anime/bunny-drop","",""
"Valkyria Chronicles","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/130/large/81B_MHP7DcL.jpg?1441845075","Valkyria Chronicles","","26","24","2009-09-27","[{'name': 'Action'}, {'name': 'Romance'}, {'name': 'Military'}]","3.8054558635334","","","TV","2009-04-05","Finished Airing","Valkyria Chronicles is set in a fictitious continent reminiscent of 1930s Europe. The continent, called Europa, is divided into two main powers: The Imperial Empire, a monarchy in the east, and the alliance of democracies called the Federation in the west. In this world, there is a very important resource called ragnite; its uses range from fueling weapons of war to use in medical treatments. Since ragnite is such an important resource, the Federation and the Empire are constantly at war with each other for it.

The story takes place in the neutral country of Gallia, known for its bountiful reserves of ragnite, when the Empire decides to invade and seize the ragnite for themselves. The story follows Welkin, the son of a former war hero; Isara, Welkin's Darcsen adoptive sister; and Alicia, a member of the Bruhl town watch, as they fight the Imperials in the ragtag Gallian militia group, Squad 7.

Squad 7 fights to regain their homes and livelihoods with Welkin as the squad leader and commander of the Edelweiss tank; Alicia as a scout; Isara as the pilot of the Edelweiss, and a variety of colorful individuals.","Senjou no Valkyria: Gallian Chronicles","anime","https://hummingbird.me/anime/senjou-no-valkyria-gallian-chronicles","",""
"Valvrave the Liberator","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/487/large/valvrave_logo.jpg?1408461496","Valrave The Liberator","","12","24","2013-06-28","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Romance'}, {'name': 'Mecha'}]","3.55058980766626","","","TV","2013-04-12","Finished Airing","True Calendar (T.C.) 71—a new age where 70% of the human population lives in space thanks to the development of ""Dyson Sphere"", a city in space.

The world is divided into two main powers: The Dorssia Military Pact Federation, a power which grew out of a military alliance, and the Atlantic Rim United States (ARUS), which grew in power as it expanded its trade agreements. The minor nation of JIOR has declared neutrality between these two forces and maintains its peace through economic prosperity.

Within the JIOR's Sphere, Haruto Tokishima lived an ordinary life as a high school student in the division known as ""Module 77""—until the Dorssian military begins their sudden invasion!

But the whole world will be shaken when Haruto meets the mysterious humanoid weapon, Valvrave!

(Source: Aniplex USA)","Kakumeiki Valvrave","anime","https://hummingbird.me/anime/kakumeiki-valvrave","",""
"Vandread Turbulence","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/996/large/996.jpg?1408442810","Vandread I & II","","1","86","None","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Ecchi'}, {'name': 'Mecha'}]","3.65652933352502","","","OVA","2002-10-25","Finished Airing","Vandread Gekitouhen (Vandread Turbulence), similiar to Vandread Taidouhen, is an OVA summary of Vandread the Second Stage plus several extra scenes
(Source: AniDB)","Vandread Gekitouhen","anime","https://hummingbird.me/anime/vandread-gekitouhen","",""
"The Vision of Escaflowne","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/159/large/tzmjbh.jpg?1425430954","Vision d'Escaflowne","","26","24","1996-09-24","[{'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Mecha'}]","3.91911434573663","","","TV","1996-04-02","Finished Airing","High school student Hitomi is transported from Earth to the magical world of Gaea, where she meets boy prince Van Fanel, and is caught up in his quest to unite the countries of Gaea against the ominous Zaibach empire. On the way, she discovers a hidden ability and strives to unravel layers of mystery surrounding Van, his past, and the giant machine known as Escaflowne. 
(Source: ANN)","Escaflowne","anime","https://hummingbird.me/anime/escaflowne","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/697/large/keyvisual.jpg?1431715704","White Album 2","","13","23","2013-12-29","[{'name': 'Drama'}, {'name': 'Romance'}, {'name': 'Slice of Life'}, {'name': 'Music'}]","3.99885002892387","","","TV","2013-10-06","Finished Airing","Fall, when graduation is only half a year away.

Haruki Kitahara, the final member of the light music club that dissolved, plays his guitar by the window after school in preparation for the school festival. It was the one and only adventure of a good student who spent two diligent years on his studies.

But when a flowing piano melody and a voice as a clear as bell harmonize with his guitarâŚ He goes from being alone, to being two, then three in the light music club, as the semester he dreamed of, no, hoped for, began.

(Source: ANN)","White Album 2","anime","https://hummingbird.me/anime/white-album-2","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/832/large/832.jpg?1408442396","Witchblade","","24","24","2006-09-21","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Super Power'}]","3.57771435106427","","","TV","2006-04-06","Finished Airing","Masane Amaha and her daughter Rihoko are on the run from a government child welfare agency that wants to take Rihoko away from her mother. They are caught and Rihoko is taken away. Meanwhile, Masane is attacked by an advanced weapon that can disguise itself as a human being. When faced with the danger, a strange light emits from her wrist and she transforms into a powerful being. She destroys the weapon and consequently becomes involved in a power struggle between powerful organizations, with her at the center of their attention. Because she holds the greatest power of them all, the legendary Witchblade.
(Source: AniDB)","Witchblade","anime","https://hummingbird.me/anime/witchblade","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/059/large/2059.jpg?1408445640","X-Clamp","","1","7","None","[{'name': 'Music'}]","3.38782335959054","","","Music","1994-11-21","Finished Airing","A short video set to music featuring many of CLAMP's most popular anime and manga characters (at the time of its production). The accompanying song tells of a Wonderland filled with imagination, magic, and dreams.
(Source: ANN)","CLAMP in Wonderland","anime","https://hummingbird.me/anime/clamp-in-wonderland","",""
"Xam'd: Lost Memories","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/503/large/As0pJys.jpg?1417624510","Xam'd Lost Memories","","26","24","2009-02-04","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}, {'name': 'Military'}]","3.92913479669195","","","ONA","2008-07-15","Finished Airing","Sentan Island is a small island surrounded by the Yuden Sea. It exists in a state of dreamlike tranquility, cut off from the war between the Northern Government and the Southern Continent Free Zone. Our hero, Akiyuki Takehara, lives on Sentain Island along with his mother Fusa. He is currently separated from his father, the town doctor Ryuzo, but the bond between father and son remains. One day, after taking Ryuzo the lunch that Fusa has made for him as usual, Akiyuki arrives at school, where he is caught up in an explosion along with his friends, Haru and Furuichi. The explosion produces a mysterious light, which enters Akiyuki's arm, causing him excruciating pain. He's given no time to understand it, however, as the white-haired girl who rode on the bus with him guides him to a power unlike anything he's ever known.","Bounen no Xamdou","anime","https://hummingbird.me/anime/bounen-no-xamdou","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/763/large/763.jpg?1408442224","xxxHOLiC","","24","24","2006-09-29","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Psychological'}]","3.95559385765831","","","TV","2006-04-07","Finished Airing","Kimihiro Watanuki is a young boy with a cursed gift. He has the ability to see evil spirits, and somehow they seem attracted to himself. One day he meets a misterious woman who names herself Yuuko. She claims to have the means to end his torment, but she never works for free, and she wouldn't help him until he works for her enough to pay for her services. Thus he starts to work in her shop and discovers that in that place, nothing is what it seems. (Source: ANN)","xxxHOLiC","anime","https://hummingbird.me/anime/xxxholic","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/700/large/Yowamushi-Pedal-anime.jpg?1416321435","Yowamushi Pedal","","38","24","2014-07-01","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sports'}]","4.12399389150412","","","TV","2013-10-08","Finished Airing","Otaku Sakamichi Onoda has just entered high school and plans to join the anime club. In middle school, Onoda didnât have any friends with whom he could talk about anime, games, Akihabara and other otaku things, and he is hoping he can make such friends in the anime club, but he finds out it's been disbanded. In order to reestablish the club he tries to find 4 other people who would like to join.
Since he was a little boy, Onoda has ridden his mamachariâa bulky bicycle with a step-through frame mainly used for short rides, such as for casual fun or to pick up groceriesâto go to Akihabara every week to check out or buy otaku things. Fellow freshman Shunsuke Imaizumi and bicyclist, while training, notices a boy (Onoda) riding his mamchari up a steep road.
Freshman and road racing cyclist, Shokichi Naruko visits Akihabara to get some Gundam plastic models for his younger brothers and meets Onoda who catches his attention because of the his cycling skill on the mamachari and later find out they go to the same school. Later on, both Naruko and Imaizumi try to convince him to join the bicycle racing club, but will he?","Yowamushi Pedal","anime","https://hummingbird.me/anime/yowamushi-pedal","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/843/large/yozuraco.jpg?1408462600","Yozakura Quartet Hana no Uta","","13","23","2013-12-29","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Magic'}, {'name': 'Supernatural'}, {'name': 'Super Power'}]","3.80962653731574","","","TV","2013-10-06","Finished Airing","In a town where humans and demons co-exist, it takes more than a normal police force to maintain the peace. Enter the Hiizumi Life Counseling Office, a fantastic foursome of unique teenagers, each gifted with an amazing super power!","Yozakura Quartet: Hana no Uta","anime","https://hummingbird.me/anime/yozakura-quartet-hana-no-uta","",""
"Blast of Tempest","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/078/large/3ac41360.jpg?1419006183","Zetsuen no Tempest","","24","24","2013-03-29","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Mystery'}, {'name': 'Fantasy'}, {'name': 'Psychological'}]","4.05064410326575","","","TV","2012-10-05","Finished Airing","One day, a sorceress princess was stuffed into a barrel and banished.
One day, a single girl was suddenly murdered, and the culprit still runs free.
And one day, a battle spanning time and space over magic and revenge began!
Sanity and madness, sense and intelligence, self-confidence and convictions.
The tragic tale of this irrational world starts now.
The Kusaribe family is a family of sorcerers under the protection of the ""Tree of Origins"". Their princess, Hakaze Kusaribe, was the greatest sorceress of their family. But Samon Kusaribe, a member of their family seeking to resurrect the ""Tree of World's End"", a tree that opposes the ""Tree of Origins"" and controls the power of destruction, stuffs her into a barrel, and banishes her to a deserted island. From the deserted island, she sends a message out to sea, which is picked up by Mahiro Fuwa, a young boy who's sworn vengeance upon the criminal who killed his little sister, Aika. Mahiro agrees to help Hakaze under the condition that she find Aika's killer with her magic. But once Mahiro's best friend and Aika's lover, Yoshino Takigawa is rescued from danger, he too gets dragged into this tale of revenge.
(Source: Aniplex USA)","Zetsuen no Tempest","anime","https://hummingbird.me/anime/zetsuen-no-tempest","",""
"Psychic Squad","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/425/large/3425.jpg?1408449640","Zettai Karen Children","","51","24","2009-03-29","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Supernatural'}]","3.67581241418798","","","TV","2008-04-06","Finished Airing","They're cute,adorable and three of the most powerful Espers the world has ever seen:Kaoru,the brash psychokinetic who can move objects with her mind;Shiho,the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book;and Aoi,the most collected and rational of the three,who has the ability to teleport herself and the others at will.So what to do with these potential psychic monsters in the making?Enter B.A.B.E.L.,the Base of Backing ESP Laboratory,where hopefully""The Children""and others like them can become part of the answer to an increasing wave of psychic evolution.It's a win-win solution...Unless you're Koichi Minamoto,the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls!
(Source:Sentai Filmworks)","Zettai Karen Children","anime","https://hummingbird.me/anime/zettai-karen-children","",""
"Natsume's Book of Friends Two","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/044/large/1011876_650.jpg?1416840095","Zoku Natsume Yuujinchou","","13","24","2009-03-31","[{'name': 'Drama'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","4.34764253099366","","","TV","2009-01-06","Finished Airing","Natsume is again meeting new youkai and helping them. A lot of friends join him along the way, he meets others who can also see the spirits and at times they join forces to solve the latest mystery. As always, Nyanko-sensei is there to help Natsume on his quests.
[Source: ANN]","Zoku Natsume Yuujinchou","anime","https://hummingbird.me/anime/zoku-natsume-yuujinchou","",""
"Croisée in a Foreign Labyrinth ~ The Animation","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/950/large/QlrrTUs.jpg?1416582000","Ikoku Meiro no Croisée","","12","23","2011-09-19","[{'name': 'Slice of Life'}, {'name': 'Historical'}]","3.71038979623864","","","TV","2011-07-04","Finished Airing","The story takes place in the second half of the 19th century, as Japanese culture gains popularity in the West. A young Japanese girl, Yune, accompanies a French traveller, Oscar, on his journey back to France, and offers to help at the family's ironwork shop in Paris. Oscar's nephew and shop-owner Claude reluctantly accepts to take care of Yune, and we learn how those two, who have so little in common, get to understand each other and live together in the Paris of the 1800s.","Ikoku Meiro no Croisée","anime","https://hummingbird.me/anime/ikoku-meiro-no-croisee","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/251/large/57875.jpg?1408463953","Inari, Konkon, Koi Iroha","","1","23","None","[{'name': 'Supernatural'}]","3.37287081955664","","","OVA","2014-06-26","Finished Airing","Bundled with the limited edition Manga 8.","Inari, Konkon, Koi Iroha. OVA","anime","https://hummingbird.me/anime/inari-konkon-koi-iroha-ova","",""
"Humanity Has Declined","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/146/large/1OYvaWD.jpg?1418819507","Jinrui wa Suitai Shimashita","","12","23","2012-09-16","[{'name': 'Fantasy'}]","4.01051261563878","","","TV","2012-07-02","Finished Airing","For years, declining birth rates have forced what's left of the human race to cede more and more territory to other beings who have appeared to take advantage of the emptying ecological niche. Now, only a handful of humans remain among the remnants of civilization and Earth is dominated by faeries âtiny, ten-inch tall creatures of surprising intelligence. But humanity's importance isn't over quite yet, as young Watashi learns as she makes the decision to return to her hometown and assume her grandfather's position as an arbitrator between the races. Unfortunately, the job isn't going to be anywhere near as simple as she expected, and it's going to take a wisdom far beyond her years to achieve her most important mission. 
(Source: Sentai Filmworks) ","Jinrui wa Suitai Shimashita","anime","https://hummingbird.me/anime/jinrui-wa-suitai-shimashita","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/610/large/610.jpg?1408441887","JoJo's Bizarre Adventure","","6","35","1994-11-18","[{'name': 'Adventure'}, {'name': 'Drama'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Horror'}, {'name': 'Vampire'}]","3.78616732150471","","","OVA","1993-11-19","Finished Airing"," Kujo Jotaro is a normal, popular Japanese high-schooler, until he thinks that he is possesed by a spirit, and locks himself in prison. After seeing his grandfather, Joseph Joestar, and fighting Joseph's friend Muhammad Abdul, Jotaro learns that the ""Sprirt"" is actually Star Platinum, his Stand, or fighting energy given a semi-solid form. Later, his mother gains a Stand, and becomes sick. Jotaro learns that it is because the vampire Dio Brando has been revived 100 years after his defeat to Jonathan Joestar, Jotaro's great-great-grandfather. Jotaro decides to join Joseph and Abdul in a trip to Egypt to defeat Dio once and for all. ","JoJo's Bizarre Adventure","anime","https://hummingbird.me/anime/jojo-s-bizarre-adventure","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/230/large/230.jpg?1408440987","Jungle Wa Itsumo Hare Nochi Guu","","7","26","2004-06-25","[{'name': 'Comedy'}]","3.82440109271772","","","OVA","2003-12-21","Finished Airing","Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too.
(Source: ANN)","Jungle wa Itsumo Hare nochi Guu Final","anime","https://hummingbird.me/anime/jungle-wa-itsumo-hare-nochi-guu-final","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/201/large/hagqpk.jpg?1416335360","Kaiba","","12","24","2008-07-25","[{'name': 'Adventure'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Romance'}]","4.09987555173355","","","TV","2008-04-11","Finished Airing","It is now possible to store memory data, so that the death of your body is not actually ""death"". As memories are stored in databanks, they can be ""transferred"" to new bodies. Because so-called ""memory trading"" now occurs, it is now possible to steal memories and illegally alter them.
Society has fallen apart as authority has become lost and stagnant.
One day, a man awakens in a ruined room. His name is Kaiba. He has no memories, but he does have a pendant with a picture of an unknown woman inside.
In the skies are roiling clouds and electrical storms, impossible to pass without losing one's memories; above them lies the elusive realm of the rich and powerful, who barter others' bodies and memories for their own enjoyment and longevity. Below lies a troubled and dangerous world where good bodies are hard to come by and real money is scarce.
After suddenly being attacked, Kaiba escapes into space, and during his travels meets all sorts of people and regains his memories. Throughout it, he continues to be troubled by the world's problems, as well as his own existence. And what of the woman in the pendant, Neiro?","Kaiba","anime","https://hummingbird.me/anime/kaiba","",""
"Maid-Sama!","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/852/large/21694.jpg?1408453682","Kaichou wa Maid-sama!","","26","24","2010-09-24","[{'name': 'Comedy'}, {'name': 'Romance'}, {'name': 'School'}]","4.05838229550775","","","TV","2010-04-02","Finished Airing","Seika High School, once an all-boys school notorious for its wild students and for generally being a terrifying place for girls, has recently become a co-ed school. With the female population still a minority and living in fear of the over-the-top antics of the males, Misaki Ayuzawa takes it into her own hands to reform the school and allow the girls to feel safe in the rough environment.
Training, studying and even becoming the first female student council president of the school, Misaki has gained a reputation among the male students body as an uptight boy-hating dictator and as a shining hope for the teachers and fellow female students. However, despite her tough-as-nails appearance, she secretly works part-time at a maid cafe in order to support her family. Unfortunately, her hard-earned reputation is threatened when the popular, attractive, and somewhat impassive Usui Takumi takes an interest in her after discovering her in a maid uniform after school.
(Source: Wikipedia)","Kaichou wa Maid-sama!","anime","https://hummingbird.me/anime/kaichou-wa-maid-sama","",""
"Kaiji: Ultimate Survivor","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/713/large/3fa25448454d0bad417932c968ab08dd1372814041_full.jpg?1416430849","Kaiji L'Ultime Survivant","","26","23","2008-04-02","[{'name': 'Psychological'}, {'name': 'Thriller'}, {'name': 'Game'}]","4.19060648177925","","","TV","2007-10-03","Finished Airing","Itou Kaiji is a bum who steals car emblems and slashes tires on what seems to be a regular basis. This routine changes one day when he is paid a visit by a man in a trench-coat. Once the two get talking, it seems that the visitor (Calling himself Endou) is a debt collector. The reason for his visit is an unpaid loan which Kaiji had previously co-signed for a work-mate (Furuhata Takeshi). The original loan was 300,000 yen and once Takeshi had disappeared, the loan then fell on Kaiji.
Kaiji is then told of a way to clear the interest compounded debt (which stood at 3,850,000 yen), which involved getting on a boat with others in his position. Once on the boat the debtors would then have to gamble with loaned money, which would end with a few winning, and others getting into deeper debt and having to work to pay of their debts. After some coercion Kaiji accepts a position on the boat, in order to clear his debt and make a bit of money as well...
(Source: AniDB)","Gyakkyou Burai Kaiji: Ultimate Survivor","anime","https://hummingbird.me/anime/gyakkyou-burai-kaiji-ultimate-survivor","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/173/large/2077629048_d8d4f459_1.jpg?1417705350","Kaleid liner Prisma Illya","","10","24","2013-09-07","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Magic'}, {'name': 'Fantasy'}, {'name': 'Mahou Shoujo'}]","3.57886322669931","","","TV","2013-06-22","Finished Airing","Spin-off of Fate/stay night with Illyasviel von Einzbern as the protagonist, living an alternate life as a school girl.","Fate/kaleid liner Prisma☆Illya","anime","https://hummingbird.me/anime/fate-kaleid-liner-prisma-illya","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/630/large/172251.jpg?1442273956","Katanagatari","","12","50","2010-12-11","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Martial Arts'}, {'name': 'Historical'}]","4.32187743733843","","","TV","2010-01-26","Finished Airing","Yasuri Shichika, seventh successor of the Kyoto Ryu (bladeless) sword art, lives on an isolated island with his older sister, Nanami. 

One day Shichika is visited by a woman named Togame, who requests his aid in her quest to find and collect the final twelve swords forged by the legendary master swordsmith, Shikizaki Kiki. Shichika and Togame begin their odyssey by leaving the island he called home for over 20 years. They will face twelve individuals who possess and protect Shikizaki's legendary swords. 

Join Shichika and Togame on an exciting, epic adventure that defies reality as they discover the true potential of the Kyoutoryuu sword style!

(Source: NIS America)","Katanagatari","anime","https://hummingbird.me/anime/katanagatari","",""
